Date,PRECTOTCORR,Longitude,Latitude,boxcox1,diff1
2016-01-31,7.416774193548387,112.73,-7.35,2.8877068070119543,-1.4714632076684047
2016-02-29,16.256206896551724,112.73,-7.35,4.686689966144807,0.72478033429259
2016-03-31,6.234516129032259,112.73,-7.35,2.551262616758182,-1.2230888805159852
2016-04-30,7.335333333333334,112.73,-7.35,2.865708283257052,-0.01316479090231848
2016-05-31,9.826129032258065,112.73,-7.35,3.47737966586227,1.7519865929143787
2016-06-30,4.612333333333334,112.73,-7.35,2.013118063916068,3.1166643267488627
2016-07-31,4.740645161290323,112.73,-7.35,2.0598338284763504,4.019899069453393
2016-08-31,2.354516129032258,112.73,-7.35,0.9962525510347893,2.051321177307409
2016-09-30,4.5120000000000005,112.73,-7.35,1.9759921191712835,4.555695070560121
2016-10-31,9.06516129032258,112.73,-7.35,3.302520967835855,6.1766440771155935
2016-11-30,5.466,112.73,-7.35,2.309455506368798,0.8086106110369609
2016-12-31,9.911612903225807,112.73,-7.35,3.4964610636003335,1.20900010554513
2017-01-31,13.314838709677419,112.73,-7.35,4.181970364546871,1.2942635575349164
2017-02-28,9.688214285714285,112.73,-7.35,3.446364270883929,-1.240325695260878
2017-03-31,6.8912903225806454,112.73,-7.35,2.742860169502022,0.19159755274384027
2017-04-30,7.264666666666667,112.73,-7.35,2.8464900407215925,-0.019218242535459673
2017-05-31,3.6803225806451616,112.73,-7.35,1.645134399716656,-1.8322452661456141
2017-06-30,2.8873333333333333,112.73,-7.35,1.280235163871626,-0.7328829000444419
2017-07-31,1.0729032258064517,112.73,-7.35,0.07123026916125019,-1.9886035593151004
2017-08-31,0.01967741935483871,112.73,-7.35,-2.1511573874908128,-3.147409938525602
2017-09-30,0.3763333333333333,112.73,-7.35,-0.8295938569574111,-2.8055859761286945
2017-10-31,2.475483870967742,112.73,-7.35,1.0641567009737607,-2.238364266862094
2017-11-30,9.349333333333334,112.73,-7.35,3.368905309707832,1.0594498033390343
2017-12-31,10.706451612903226,112.73,-7.35,3.6689285056139935,0.17246744201366004
2018-01-31,8.859354838709677,112.73,-7.35,3.2535873980503203,-0.9283829664965504
2018-02-28,15.132142857142856,112.73,-7.35,4.501487554510179,1.05512328362625
2018-03-31,9.93,112.73,-7.35,3.5005512642718664,0.7576910947698443
2018-04-30,4.352,112.73,-7.35,1.9156524420592134,-0.9308375986623791
2018-05-31,0.26225806451612904,112.73,-7.35,-1.071973074207923,-2.717107473924579
2018-06-30,2.4013333333333335,112.73,-7.35,1.0227981029409392,-0.25743706093068686
2018-07-31,0.03064516129032258,112.73,-7.35,-2.0277123825045202,-2.0989426516657703
2018-08-31,0.6341935483870967,112.73,-7.35,-0.4214300127828924,1.7297273747079203
2018-09-30,0.04133333333333333,112.73,-7.35,-1.933003289962746,-1.103409433005335
2018-10-31,0.7238709677419354,112.73,-7.35,-0.3057808940117048,-1.3699375949854655
2018-11-30,5.532666666666667,112.73,-7.35,2.331282100501662,-1.0376232092061701
2018-12-31,9.3,112.73,-7.35,3.3574764826457737,-0.31145202296821983
2019-01-31,14.639354838709677,112.73,-7.35,4.417448502205739,1.1638611041554183
2019-02-28,13.576785714285714,112.73,-7.35,4.2297191157120695,-0.27176843879810964
2019-03-31,7.850322580645161,112.73,-7.35,3.00222860333841,-0.49832266093345634
2019-04-30,9.671333333333333,112.73,-7.35,3.442548122324842,1.5268956802656288
2019-05-31,0.8712903225806452,112.73,-7.35,-0.13455587080058823,0.9374172034073347
2019-06-30,0.05,112.73,-7.35,-1.8674554871501963,-2.8902535900911355
2019-07-31,0.030000000000000002,112.73,-7.35,-2.034082642395602,-0.006370259891081975
2019-08-31,0.5045161290322581,112.73,-7.35,-0.6094129078403852,-0.18798289505749277
2019-09-30,0.6246666666666666,112.73,-7.35,-0.4343318129469372,1.498671477015809
2019-10-31,0.01161290322580645,112.73,-7.35,-2.275508596422609,-1.9697277024109041
2019-11-30,0.7859999999999999,112.73,-7.35,-0.2310672471929978,-2.56234934769466
2019-12-31,5.629354838709677,112.73,-7.35,2.3626336889079878,-0.994842793737786
2020-01-31,10.878387096774194,112.73,-7.35,3.705123308715384,-0.7123251934903547
2020-02-29,14.437931034482759,112.73,-7.35,4.382564521244745,0.15284540553267512
2020-03-31,10.100322580645162,112.73,-7.35,3.5382057289994617,0.5359771256610517
2020-04-30,11.347666666666667,112.73,-7.35,3.8020435745054315,0.3594954521805893
2020-05-31,7.669032258064516,112.73,-7.35,2.954857813906447,3.0894136847070355
2020-06-30,1.171,112.73,-7.35,0.16223625975913117,2.0296917469093274
2020-07-31,0.6951612903225807,112.73,-7.35,-0.3417296844222099,1.6923529579733922
2020-08-31,0.8225806451612905,112.73,-7.35,-0.1888734063099699,0.42053950153041525
2020-09-30,0.319,112.73,-7.35,-0.9442753819645583,-0.5099435690176211
2020-10-31,3.5019354838709678,112.73,-7.35,1.5679163950696116,3.8434249914922205
2020-11-30,4.553333333333333,112.73,-7.35,1.9913513796401519,2.2224186268331496
2020-12-31,18.056774193548385,112.73,-7.35,4.966612242382332,2.603978553474344
2021-01-31,14.581290322580644,112.73,-7.35,4.407424907443588,0.7023015987282037
2021-02-28,17.91464285714286,112.73,-7.35,4.945199350311347,0.5626348290666021
2021-03-31,10.404516129032258,112.73,-7.35,3.6044342758507995,0.06622854685133772
2021-04-30,3.1910000000000003,112.73,-7.35,1.426916270757634,-2.3751273037477976
2021-05-31,1.808064516129032,112.73,-7.35,0.6570995945452549,-2.2977582193611923
