Date,PRECTOTCORR,Longitude,Latitude,boxcox1,diff1
2021-06-30,4.147666666666667,112.73,-7.2,1.8771218477305667,1.353203718795391
2021-07-31,0.2658064516129032,112.73,-7.2,-1.0452171977364753,-0.9042256245858926
2021-08-31,0.3893548387096774,112.73,-7.2,-0.7950585064022946,-0.6117973398953358
2021-09-30,2.676,112.73,-7.2,1.1895521527534607,1.8921815865622087
2021-10-31,1.9329032258064516,112.73,-7.2,0.74718223891509,-0.6622993415396918
2021-11-30,9.732000000000001,112.73,-7.2,3.5852931315189895,1.612407635514562
2021-12-31,13.28,112.73,-7.2,4.356093718023157,-0.696085008986211
2022-01-31,10.147096774193548,112.73,-7.2,3.6837388915766427,-1.0526091178267825
2022-02-28,12.123214285714285,112.73,-7.2,4.1207568711126195,-0.8983569719918814
2022-03-31,10.230645161290322,112.73,-7.2,3.7032468838619916,-0.07888944417723964
