Date,PRECTOTCORR,Longitude,Latitude,boxcox1,diff1
2016-01-31,7.486774193548388,112.74,-7.26,2.897029540788576,-1.4349461076669017
2016-02-29,16.232758620689655,112.74,-7.26,4.661018677147602,0.7115492935055263
2016-03-31,6.254838709677419,112.74,-7.26,2.549872120802845,-1.2054911236951207
2016-04-30,7.264666666666667,112.74,-7.26,2.8373781237942963,0.0707247417601713
2016-05-31,9.908709677419356,112.74,-7.26,3.482675169387866,1.5959922359354097
2016-06-30,4.607,112.74,-7.26,2.006310870639015,3.1110789822686304
2016-07-31,4.745161290322581,112.74,-7.26,2.0563907899641185,4.021310770740056
2016-08-31,2.3551612903225805,112.74,-7.26,0.9953202372549641,2.051486727973362
2016-09-30,4.460333333333334,112.74,-7.26,1.9520546223827349,4.5476371044987856
2016-10-31,9.115483870967742,112.74,-7.26,3.3024189183567194,6.19994148670952
2016-11-30,5.443666666666667,112.74,-7.26,2.295897808818454,0.7974189240899132
2016-12-31,9.783548387096776,112.74,-7.26,3.4548801248223024,1.2005998099419197
2017-01-31,13.46290322580645,112.74,-7.26,4.1908363376677835,1.2938067968792075
2017-02-28,9.641071428571427,112.74,-7.26,3.422953489745187,-1.2380651874024151
2017-03-31,6.886451612903225,112.74,-7.26,2.7329767022357214,0.18310458143287622
2017-04-30,7.234333333333334,112.74,-7.26,2.829138787652165,-0.008239336142131126
2017-05-31,3.7448387096774196,112.74,-7.26,1.6690097129776567,-1.8136654564102093
2017-06-30,2.9013333333333335,112.74,-7.26,1.2851023860475956,-0.7212084845914195
2017-07-31,1.0729032258064515,112.74,-7.26,0.07122295650557155,-1.985167833458547
2017-08-31,0.01967741935483871,112.74,-7.26,-2.160776824996017,-3.156097062250981
2017-09-30,0.35966666666666663,112.74,-7.26,-0.8628830015923225,-2.8149376239750574
2017-10-31,2.4922580645161285,112.74,-7.26,1.0719021851146093,-2.2305167332421103
2017-11-30,9.329,112.74,-7.26,3.3519228747256355,1.0560250659071815
2017-12-31,10.71516129032258,112.74,-7.26,3.6564494145259423,0.20156928970363985
2018-01-31,8.705806451612903,112.74,-7.26,3.2052553046447376,-0.9855810330230459
2018-02-28,15.233571428571429,112.74,-7.26,4.497977508794384,1.0750240190491969
2018-03-31,9.933870967741935,112.74,-7.26,3.4882349065959604,0.7552582043602389
2018-04-30,4.424666666666667,112.74,-7.26,1.9386835608514006,-0.8904552268007646
2018-05-31,0.26290322580645165,112.74,-7.26,-1.072345393748843,-2.7413551067264996
2018-06-30,2.4016666666666664,112.74,-7.26,1.0216191186487555,-0.2634832673988401
2018-07-31,0.030645161290322583,112.74,-7.26,-2.035996826577408,-2.10721978308298
2018-08-31,0.6341935483870967,112.74,-7.26,-0.42170171503073584,1.7390751099652813
2018-09-30,0.04133333333333333,112.74,-7.26,-1.9403658457493183,-1.0774828441569957
2018-10-31,0.40580645161290324,112.74,-7.26,-0.7760294630316197,-1.8479316481462291
2018-11-30,5.811333333333334,112.74,-7.26,2.413896831277427,-0.9380260434482084
2018-12-31,9.316129032258065,112.74,-7.26,3.3489599657408027,-0.3074894487851396
2019-01-31,14.610000000000001,112.74,-7.26,4.392630815083249,1.1873755104385117
2019-02-28,13.547500000000001,112.74,-7.26,4.206096404567388,-0.291881104226996
2019-03-31,7.807741935483871,112.74,-7.26,2.9812088375358856,-0.5070260690600747
2019-04-30,9.573333333333332,112.74,-7.26,3.407665606175686,1.4689820453242852
2019-05-31,1.0974193548387097,112.74,-7.26,0.09445613950002314,1.1668015332488662
2019-06-30,0.05,112.74,-7.26,-1.8742267795581797,-2.895845898206935
2019-07-31,0.02967741935483871,112.74,-7.26,-2.045683977771747,-0.009687151194338828
2019-08-31,0.40419354838709676,112.74,-7.26,-0.7789527917679643,-0.35725107673722845
2019-09-30,0.5710000000000001,112.74,-7.26,-0.5099320680204912,1.430433777728827
2019-10-31,0.15774193548387097,112.74,-7.26,-1.3691112461068384,-0.5930817830752187
2019-11-30,0.7896666666666667,112.74,-7.26,-0.2268574549375601,-2.640754286214987
2019-12-31,5.580645161290323,112.74,-7.26,2.340455422875098,-1.0085045428657047
2020-01-31,10.314193548387097,112.74,-7.26,3.5711666869178202,-0.8214641281654291
2020-02-29,15.086896551724138,112.74,-7.26,4.473457092361957,0.2673606877945689
2020-03-31,10.093870967741937,112.74,-7.26,3.5233741368883402,0.5421652993524546
2020-04-30,11.360333333333333,112.74,-7.26,3.7893704390943626,0.38170483291867674
2020-05-31,7.617741935483871,112.74,-7.26,2.931659445125985,2.837203305625962
2020-06-30,1.2256666666666665,112.74,-7.26,0.210734751455458,2.084961531013638
2020-07-31,0.6951612903225807,112.74,-7.26,-0.3419065326977787,1.7037774450739684
2020-08-31,0.8222580645161292,112.74,-7.26,-0.18929327868185483,0.5896595130861094
2020-09-30,0.31933333333333336,112.74,-7.26,-0.9450353483625009,-0.43510328034200974
2020-10-31,3.347741935483871,112.74,-7.26,1.4962559903591968,2.865367236466035
2020-11-30,4.712000000000001,112.74,-7.26,2.044459093668621,2.271316548606181
2020-12-31,17.578709677419354,112.74,-7.26,4.870519538788508,2.53006411591341
2021-01-31,14.956129032258064,112.74,-7.26,4.451463393256038,0.8802967063382177
2021-02-28,17.983571428571427,112.74,-7.26,4.931462379138402,0.45800528677644525
2021-03-31,10.256774193548386,112.74,-7.26,3.5587764639410726,0.035402327052732385
2021-04-30,3.383666666666666,112.74,-7.26,1.5124223816710272,-2.2769480574233354
2021-05-31,1.8070967741935482,112.74,-7.26,0.6558596254656891,-2.275799819660296
